id,Province,Agroecological.zones,Crop,Grp.Crop,Regime,Code_Stage,birth.day,sampling.date,Base.Feed,Second.feed.1,second.feed.1.date,second.feed..2,second.feed..2.date,Sampling.Timing.Vs.second.feed.timing,Mos.,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,B1,B2,B3,B4,B5,B6,B6_VCID_1,B6_VCID_2,B7,FVC,LST,NDVI,AI,ETP_jan_mars,ETP_oct_dec,ETP_oct_mars,EVI_Diff,EVI_RUE,EVI_fev,EVI_jan,EVI_jan_mars,EVI_mars,EVI_max,EVI_min,EVI_oct_dec,EVI_oct_mars,EVIsum,FAPAR_RUE,FAPAR_jan_mars,FAPAR_oct_dec,FAPAR_oct_mars,FAPARsum,Fpar_Diff,Fpar_fev,Fpar_jan,Fpar_mars,Fpar_max,Fpar_min,LAI_Diff,LAI_fev,LAI_jan,LAI_jan_mars,LAI_mars,LAI_max,LAI_min,LAI_oct_dec,LAI_oct_mars,LAIsum,LST_DAY_jan_mars,LST_DAY_oct_dec,LST_Night_jan_mars,LST_Night_oct_dec,NDVI_Diff,NDVI_RUE,NDVI_fev,NDVI_jan,NDVI_jan_mars,NDVI_mars,NDVI_max,NDVI_min,NDVI_oct_dec,NDVI_oct_mars,NDVIsum,P_dec_fev,P_oct_mars,P_sep_nov,pH,Ec,MO,K20,P2O5
1197,Béni Mellal,interemédiaire,Blé tendre,Wheat,,S2,,03/03/2020,No,Yes,07/12/2019,No,,No Seconde N,78%,0.139,0.002,0.15,0.1,0.109,0.099,0.095,0.119,0.176,0.201,0.197,0.215,0.097,0.157,0,2.706,0.293,0.402,827.917,830.802,0.203,2.176,,,,,,,,,,20.21,,,2.53,"2,571.17",235.18,622.5,-0.28,0.92,0.31,0.3,0.28,0.25,0.33,0.05,0.06,0.23,2.27,3.33,0.57,0.1,0.32,8.19,0.58,0.6,0.61,0.37,0.64,0.07,1.38,1.27,1.04,0.98,0.75,1.5,0.12,0.23,0.69,14.84,29.14,25.79,8.75,7.67,-0.54,2.24,0.7,0.7,0.64,0.52,0.71,0.17,0.21,0.57,5.51,120.76,282.61,105.71,,,,,
1204,Khémisset,favorable,Orge ,Barley,,S2,15/10/2019,16/03/2020,Yes,Yes,15/01/2020,No,,No Seconde N,63%,0.151,0.002,0.346,0.235,0.132,0.136,0.172,0.217,0.281,0.32,0.332,0.37,0.166,0.193,0.001,1.63,0.221,0.367,825.878,829.019,0.257,3.552,922.9,"1,365.53","1,749.08","3,528.20","3,830.60","3,351.26",335.14,335.15,"2,651.67",20.21,339.26,0.39,2.26,"2,173.96",265.42,624.8,-0.52,1.93,0.59,0.69,0.59,0.38,0.7,0.18,0.39,0.49,5.35,5.12,0.85,0.4,0.68,14.16,0.71,0.85,0.93,0.41,0.89,0.17,2.42,2.19,2.42,2.01,0.86,2.65,0.23,0.58,1.5,32.32,25.85,24.39,9.74,12.13,-0.65,2.78,0.82,0.9,0.81,0.6,0.92,0.27,0.63,0.73,7.7,152.6,318.17,117.38,,,,,
1210,Fkih Ben Salah,interemédiaire,Blé tendre,Wheat,,S2,19/11/2019,01/04/2020,Yes,Yes,25/01/2020,No,,No Seconde N,75%,0.26,0.002,0.373,0.259,0.296,0.278,0.278,0.294,0.39,0.435,0.44,0.453,0.116,0.209,0,6.606,0.222,0.26,834.851,836.869,0.217,1.811,,,,,,,,,,16.66,,,1.86,"2,466.41",270.48,572.24,-0.11,1.23,0.33,0.39,0.34,0.31,0.36,0.25,0.33,0.34,3.78,3.81,0.55,0.43,0.52,11.72,0.33,0.54,0.61,0.52,0.66,0.32,1.15,0.86,1.04,0.92,0.98,1.73,0.58,0.69,0.81,20.24,32.27,25.7,10.25,10.32,-0.22,2.11,0.59,0.67,0.59,0.5,0.62,0.39,0.58,0.58,6.48,172.5,353.51,137.37,,,,,
1215,Khémisset,favorable,Blé Dur,Wheat,,S2,01/11/2019,26/03/2020,Yes,Yes,15/12/2019,No,,No Seconde N,85%,0.134,0.009,0.212,0.118,0.105,0.109,0.079,0.146,0.339,0.396,0.399,0.417,0.261,0.736,0.003,3.356,0.531,0.768,826.859,829.877,0.524,3.07,436.2,760.03,704.19,"3,993.89","2,103.62","3,421.47",337.77,338.01,"1,084.63",26.91,348.18,0.81,1.86,"2,549.78",301.99,616.52,-0.17,0.67,0.26,0.2,0.22,0.25,0.29,0.12,0.14,0.2,2.21,2.48,0.44,0.29,0.36,8.2,0.41,0.55,0.41,0.37,0.59,0.17,0.81,0.81,0.58,0.69,0.69,1.04,0.23,0.35,0.46,12.31,24.56,21.63,9.45,9.46,-0.3,1.38,0.5,0.47,0.48,0.47,0.52,0.22,0.33,0.43,4.55,169.81,380.31,145.87,,,,,
1219,Khémisset,favorable,Blé tendre,Wheat,,S2,15/10/2019,02/03/2020,Yes,No,,No,,No N topDress ,61%,0.147,,,,0.14,0.155,0.205,0.242,0.312,0.345,0.34,0.369,0.15,0.181,0.001,2.143,0.202,0.287,826.552,829.608,0.209,3.347,306.29,607.2,584.2,"3,456.90","1,877.95","3,344.20",332.82,332.9,944.79,20.69,338.13,0.82,2.32,"2,185.12",272.78,549.47,-0.44,1.56,0.54,0.45,0.45,0.37,0.54,0.1,0.14,0.42,3.69,4.48,0.69,0.16,0.48,10.61,0.75,0.77,0.73,0.47,0.85,0.1,2.42,1.96,1.32,1.32,0.86,2.53,0.12,0.23,0.81,21.39,24.75,21.17,10.13,9.72,-0.66,2.5,0.82,0.71,0.71,0.57,0.84,0.18,0.24,0.57,5.91,132.63,272.17,93.73,,,,,
1223,Kénitra,favorable,Blé tendre,Wheat,,S2,24/11/2019,05/03/2020,Yes,No,,No,,No N topDress ,90%,0.137,,,,0.103,0.098,0.064,0.118,0.351,0.457,0.456,0.491,0.152,1.173,0.002,4.973,0.68,0.868,833.206,835.43,0.618,3.51,,,,,,,,,,20.69,,,1.25,"2,122.79",197.46,476.33,-0.21,0.98,0.37,0.38,0.36,0.36,0.41,0.19,0.3,0.35,3.72,3.24,0.58,0.51,0.52,12.32,0.32,0.59,0.57,0.58,0.67,0.35,1.04,0.92,0.81,0.92,1.04,1.38,0.35,0.69,0.81,19.55,23.26,19.45,10.11,11.44,-0.32,1.75,0.62,0.67,0.64,0.64,0.7,0.39,0.6,0.61,6.65,223.76,437.37,116.5,,,,,
1230,Kénitra,favorable,Blé tendre,Wheat,,S1,,31/01/2020,No,No,,No,,No N topDress ,79%,0.254,0.002,0.299,0.214,0.228,0.22,0.206,0.26,0.385,0.431,0.407,0.455,0.12,0.334,0.002,2.667,0.285,0.378,826.635,829.68,0.293,1.995,417.57,870.45,593.61,"4,392.08","1,991.31","3,332.46",333.25,333.11,947.64,20.02,335.67,0.88,2.13,"2,248.02",234.6,617.55,-0.64,1.71,0.69,0.61,0.61,0.44,0.76,0.13,0.2,0.55,4.95,5.06,0.9,0.29,0.72,14.64,0.87,0.9,0.99,0.57,0.98,0.1,3.34,2.93,3.51,2.59,1.32,3.45,0.12,0.35,1.5,44.97,23.87,22.55,10.38,11.35,-0.66,2.83,0.93,0.91,0.91,0.71,0.93,0.27,0.58,0.87,8.19,169.83,332.84,108.82,,,,,
1231,Kénitra,favorable,Blé tendre,Wheat,,S2,,05/03/2020,No,No,,No,,No N topDress ,62%,0.144,0.002,0.21,0.14,0.114,0.096,0.098,0.111,0.138,0.156,0.15,0.175,0.073,0.072,0,2.495,0.195,0.242,832.305,834.641,0.109,1.835,646.3,943,983.25,"3,531.65","2,580.60","3,368.35",336.82,337.09,"1,577.80",20.69,340.71,0.65,2.13,"2,248.02",234.6,617.55,-0.64,1.71,0.69,0.61,0.61,0.44,0.76,0.13,0.2,0.55,4.95,5.06,0.9,0.29,0.72,14.64,0.87,0.9,0.99,0.57,0.98,0.1,3.34,2.93,3.51,2.59,1.32,3.45,0.12,0.35,1.5,44.97,23.87,22.55,10.38,11.35,-0.66,2.83,0.93,0.91,0.91,0.71,0.93,0.27,0.58,0.87,8.19,169.83,332.84,108.82,,,,,
1258,Tétouan,favorable supérieur,Blé dur,Wheat,,S2,25/12/2019,04/03/2020,Yes,Yes,13/01/2020,No,,No Seconde N,88%,0.147,,,,0.113,0.113,0.082,0.144,0.341,0.415,0.411,0.447,0.136,0.786,0.003,3.623,0.556,0.768,829.296,832.009,0.532,3.026,602.8,"1,012.60",869.65,"5,605.14","2,804.90","3,337.44",333.79,334.06,"1,263.72",19.79,336.83,0.84,1.03,"1,932.92",197.11,429.99,-0.35,1.04,0.53,0.48,0.49,0.44,0.54,0.18,0.27,0.46,4.36,3,0.66,0.38,0.59,12.54,0.61,0.75,0.66,0.6,0.81,0.2,1.5,1.67,1.15,1.32,1.27,1.84,0.35,0.58,1.15,23.46,22.55,21.01,11.85,12.68,-0.5,1.66,0.78,0.74,0.74,0.67,0.79,0.29,0.48,0.67,6.93,177.66,480.09,137.3,,,,,
1286,Chefchaouen,Montagne,Orge ,Barley,,S2,13/01/2020,08/04/2020,Yes,No,,No,,No N topDress ,87%,0.182,0.003,0.237,0.152,0.161,0.157,0.136,0.177,0.298,0.342,0.334,0.359,0.115,0.345,0.001,3.324,0.364,0.484,828.478,831.293,0.327,2.113,632.11,895.47,784.76,"2,992.98","1,620.35","3,327.23",332.73,332.83,886.7,27.66,336.57,0.67,1.12,"2,323.12",220.34,566.95,-0.12,0.66,0.34,0.31,0.33,0.36,0.37,0.25,0.26,0.31,3.35,2.54,0.62,0.47,0.6,12.85,0.49,0.63,0.62,0.6,0.76,0.26,1.04,1.55,1.15,1.5,1.5,1.61,0.58,0.81,1.15,26.57,23.1,18.66,10.79,11.35,-0.21,1.36,0.65,0.64,0.65,0.65,0.67,0.46,0.61,0.64,6.9,221.7,582.05,150.6,,,,,
1303,Béni Mellal,interemédiaire,Blé dur ,Wheat,,S2,,03/03/2020,No,Yes,07/01/2020,No,,No Seconde N,84%,0.136,,,,0.106,0.1,0.071,0.11,0.273,0.34,0.326,0.363,0.08,0.664,0.001,4.758,0.586,0.738,831.978,834.356,0.452,2.676,428.95,697.84,583.4,"3,916.09","1,776.75","3,370.29",337.02,337.04,825.31,15.94,339.62,0.85,3.06,"2,900.65",388.7,880.9,-0.34,1.16,0.39,0.4,0.44,0.47,0.49,0.15,0.16,0.29,3.35,4.14,0.67,0.3,0.56,11.94,0.66,0.72,0.71,0.62,0.85,0.2,1.73,1.78,1.32,1.44,1.38,2.07,0.35,0.58,1.04,24.04,29.34,29.7,8.83,9.28,-0.48,2.18,0.71,0.72,0.74,0.74,0.77,0.29,0.36,0.65,6.27,155.68,331.58,95.79,,,,,
1306,Taounate,favorable supérieur,Orge ,Barley,,S2,26/10/2019,07/04/2020,Yes,Yes,29/01/2020,No,,No Seconde N,68%,0.131,0.002,0.173,0.081,0.102,0.101,0.064,0.123,0.308,0.38,0.389,0.414,0.146,0.794,0.003,3.617,0.589,0.826,829.604,832.278,0.545,2.796,400.2,622.15,514.21,"3,062.87","1,575.97","3,393.79",339.34,339.55,810.85,26.1,344.26,0.82,1.24,"2,366.24",151.92,529,-0.6,0.94,0.57,0.41,0.53,0.61,0.71,0.11,0.14,0.38,4.02,2.81,0.78,0.24,0.56,11.99,0.78,0.87,0.63,0.75,0.89,0.1,2.65,2.3,1.09,1.78,2.47,2.76,0.12,0.35,0.92,26.8,21.84,21.03,10.48,11.67,-0.72,1.68,0.91,0.78,0.86,0.86,0.94,0.23,0.38,0.74,7.16,192.78,491.1,178.09,,,,,
1313,Taounate,favorable supérieur,blé Tendre,Wheat,,S1,15/11/2019,11/02/2020,Yes,No,,No,,No N topDress ,86%,0.138,0.002,0.176,0.082,0.104,0.097,0.059,0.112,0.319,0.403,0.398,0.424,0.18,0.981,0.002,4.499,0.65,0.854,831.444,833.889,0.567,2.862,205.16,454.65,300.34,"4,074.93","1,381.81","3,304.32",330.43,331.15,567.38,14.28,332.53,0.99,2.1,"2,304.60",257.37,597.54,-0.32,1.08,0.39,0.36,0.34,0.33,0.44,0.12,0.14,0.34,3.08,3.12,0.55,0.2,0.46,8.87,0.55,0.59,0.55,0.41,0.62,0.07,1.15,1.21,0.86,0.92,0.86,1.27,0.12,0.23,0.81,15.41,26.28,22.97,12.04,11.93,-0.49,1.8,0.61,0.57,0.58,0.56,0.67,0.17,0.28,0.52,5.1,127.11,326.62,120.01,,,,,
1319,Taounate,favorable supérieur,Orge,Barley,,S1,,23/02/2020,No,No,,No,,No N topDress ,86%,0.138,0.003,0.182,0.088,0.101,0.093,0.059,0.11,0.296,0.368,0.37,0.397,0.158,0.832,0.002,4.252,0.622,0.832,830.767,833.296,0.533,2.92,523.39,826.84,776.06,"3,109.24","2,248.44","3,347.27",334.72,334.44,"1,210.03",13.52,338.15,0.69,2.04,"2,576.69",269.56,695.75,-0.22,1.07,0.4,0.34,0.37,0.4,0.44,0.22,0.26,0.33,3.63,3.23,0.62,0.32,0.52,11.03,0.46,0.66,0.52,0.63,0.72,0.26,1.5,1.38,0.81,1.21,1.67,1.84,0.35,0.46,0.81,21.05,23.74,20,9.9,11.21,-0.39,2.16,0.75,0.73,0.75,0.75,0.8,0.4,0.61,0.7,7.38,160.85,392.41,138.74,,,,,
1324,Taounate,favorable supérieur,Blé dur ,Wheat,,S1,16/11/2019,10/02/2020,Yes,No,,No,,No N topDress ,88%,0.14,0.002,0.179,0.114,0.127,0.122,0.105,0.123,0.196,0.215,0.201,0.222,0.124,0.176,0,4.775,0.314,0.361,828.288,831.127,0.188,1.628,348.63,558.67,449.58,"3,004.56","1,544.30","3,313.67",331.36,331.37,744.81,14.28,333.97,0.85,1.43,"2,172.35",244.95,469.31,-0.25,0.99,0.39,0.34,0.37,0.38,0.41,0.16,0.19,0.32,3.26,2.99,0.59,0.2,0.51,9.83,0.63,0.68,0.53,0.58,0.72,0.09,1.61,1.44,0.81,1.15,1.21,1.73,0.12,0.35,0.81,17.6,25.2,22.23,10.43,10.22,-0.43,2,0.73,0.7,0.73,0.71,0.74,0.31,0.44,0.67,6.57,149.57,377.59,142.63,,,,,
1328,Sidi Kacem,favorable supérieur,Blé tendre,Wheat,,S1,15/11/2019,31/01/2020,Yes,Yes,20/01/2020,No,,After,82%,0.149,0.003,0.167,0.1,0.105,0.095,0.064,0.098,0.238,0.293,0.281,0.309,0.069,0.555,0.001,4.649,0.572,0.726,831.331,833.79,0.408,2.267,502.47,786.3,605.5,"3,519.08","2,040.86","3,329.61",332.95,332.87,"1,077.47",20.61,335.63,0.81,1.56,"1,998.82",180.21,471.5,-0.24,0.85,0.31,0.37,0.31,0.2,0.33,0.09,0.12,0.25,2.58,2.82,0.59,0.13,0.3,8.53,0.6,0.6,0.67,0.26,0.69,0.09,1.15,1.09,1.21,1.09,0.4,1.27,0.12,0.23,0.46,14.49,28.8,22.46,12.09,12.34,-0.43,1.69,0.59,0.69,0.59,0.35,0.63,0.2,0.31,0.44,5.13,169.31,348.45,114.13,,,,,
1332,Taounate,favorable supérieur,Blé dur,Wheat,,S2,15/11/2019,08/04/2020,Yes,No,,No,,No N topDress ,74%,0.139,0.002,0.207,0.125,0.118,0.118,0.115,0.151,0.218,0.25,0.249,0.279,0.089,0.196,0.001,2.165,0.285,0.423,826.755,829.785,0.246,2.381,627.75,911.05,996.94,"2,296.36","2,234.03","3,463.33",346.32,346.49,"1,436.40",20.88,353.36,0.45,2.24,"2,334.15",252.31,553.5,-0.38,1.24,0.43,0.42,0.37,0.27,0.48,0.1,0.12,0.31,3.06,4.12,0.67,0.15,0.45,10.17,0.62,0.69,0.76,0.44,0.72,0.1,1.73,1.44,1.44,1.27,0.81,1.84,0.12,0.23,0.81,19.21,27.32,23.15,10.25,10.04,-0.59,2.12,0.7,0.67,0.64,0.45,0.75,0.16,0.26,0.47,5.24,115.56,283.62,99.89,,,,,
1339,My Yaacoub,favorable,Blé tendre,Wheat,,S2,20/12/2019,29/02/2020,Yes,No,,No,,No N topDress ,63%,0.164,0.002,0.311,0.211,0.146,0.147,0.165,0.182,0.212,0.233,0.23,0.251,0.098,0.08,0,1.974,0.14,0.191,830.274,832.865,0.116,2.023,937.59,"1,315.56","1,549.02","2,678.28","3,086.46","3,449.67",344.98,345.01,"2,148.54",15.87,349.68,0.31,1.69,"2,057.93",164.45,424.7,-0.13,0.71,0.19,0.21,0.2,0.18,0.22,0.09,0.11,0.17,1.78,1.92,0.28,0.1,0.17,4.81,0.24,0.28,0.32,0.17,0.32,0.08,0.35,0.35,0.4,0.35,0.23,0.46,0.12,0.12,0.23,6.33,30.26,24.48,11.21,10.64,-0.27,1.34,0.35,0.43,0.35,0.27,0.42,0.16,0.21,0.29,3.35,126.09,288.19,103.56,,,,,
1340,Sefrou,favorable,Blé tendre,Wheat,,S1,25/10/2019,11/02/2020,Yes,Yes,20/01/2020,No,,After,90%,0.156,0.007,0.186,0.1,0.119,0.106,0.079,0.116,0.269,0.333,0.326,0.354,0.111,0.59,0.001,4.748,0.556,0.702,831.988,834.364,0.435,2.617,373.36,540.59,384.77,"3,064.82","1,307.63","3,353.57",335.38,335.13,551.35,16.3,338.42,0.89,1.89,"2,248.94",228.74,435.97,-0.25,1.19,0.34,0.25,0.34,0.37,0.38,0.13,0.16,0.23,2.75,3.44,0.48,0.17,0.35,7.95,0.46,0.49,0.44,0.52,0.56,0.1,1.04,0.75,0.63,0.75,1.04,1.15,0.12,0.23,0.46,12.53,28.08,23.86,9.37,9.12,-0.44,2.28,0.64,0.53,0.6,0.6,0.66,0.22,0.29,0.52,5.26,98.73,265.39,90.81,,,,,
1367,El Hajeb,favorable,Blé tendre,Wheat,,S2,,02/03/2020,No,No,,No,,No N topDress ,76%,0.133,,,,0.098,0.093,0.057,0.107,0.337,0.441,0.436,0.466,0.189,1.208,0.002,5.338,0.701,0.882,833.512,835.698,0.611,3.313,,,,,,,328.74,328.48,,20.21,,,2.87,"2,548.52",227.36,678.96,-0.49,1.6,0.54,0.42,0.5,0.47,0.61,0.12,0.18,0.29,3.79,4.18,0.58,0.28,0.46,9.89,0.56,0.58,0.51,0.64,0.67,0.1,1.5,1.04,0.75,1.04,1.44,1.61,0.12,0.35,0.69,17.48,27.51,25.08,7.8,7.62,-0.6,3.04,0.84,0.76,0.83,0.79,0.89,0.29,0.49,0.61,7.2,112.61,272.25,108.85,,,,,
1395,Khémisset,favorable,Blé Dur,Wheat,,S2,05/10/2019,26/03/2020,Yes,No,,No,,No N topDress ,89%,0.139,0.007,0.211,0.122,0.102,0.102,0.076,0.132,0.325,0.4,0.407,0.421,0.236,0.798,0.002,3.942,0.579,0.79,830.157,832.763,0.54,3.382,517.27,842.68,904.03,"3,455.20","2,500.49","3,409.75",331.71,331.7,"1,561.42",26.91,346.87,0.67,2.05,"2,593.48",255.65,657.23,-0.32,0.94,0.37,0.26,0.37,0.44,0.46,0.14,0.15,0.25,3,3,0.53,0.3,0.46,9.59,0.4,0.54,0.47,0.55,0.6,0.2,1.04,1.04,0.69,0.86,1.15,1.27,0.23,0.46,0.69,15.99,23.92,20.64,10.22,10.48,-0.51,1.69,0.61,0.5,0.61,0.71,0.77,0.26,0.35,0.46,5.4,162.11,368.12,137.42,,,,,
1412,Khémisset,favorable,Blé Tendre,Wheat,,S1,15/10/2019,10/02/2020,Yes,Yes,20/01/2020,No,,After,94%,0.148,0.002,0.222,0.139,0.105,0.099,0.074,0.125,0.312,0.398,0.398,0.425,0.134,0.808,0.002,4.21,0.6,0.789,832.271,834.612,0.534,3.454,,,,,,,,,,20.02,,,2.17,"2,219.85",211.03,610.54,-0.34,1.53,0.46,0.51,0.45,0.34,0.53,0.18,0.36,0.4,4.31,4.73,0.67,0.55,0.67,13.32,0.59,0.67,0.79,0.43,0.79,0.21,1.27,1.55,1.61,1.5,0.81,1.61,0.35,0.81,1.15,25.53,26.07,22.41,9.75,11.79,-0.46,2.34,0.68,0.74,0.67,0.52,0.75,0.29,0.6,0.61,6.59,156.64,323.56,116.37,,,,,
1415,My Yaacoub,favorable,Blé tendre,Wheat,,S2,25/11/2019,01/03/2020,Yes,No,,No,,No N topDress ,77%,0.143,0.001,0.199,0.098,0.111,0.107,0.075,0.12,0.36,0.475,0.466,0.502,0.163,1.198,0.002,6.057,0.685,0.832,834.656,836.699,0.605,3.524,858.2,"1,252.76","1,608.69","2,718.29","3,220.44","3,438.50",343.87,343.83,"2,264.32",10.75,348.13,0.3,2.2,"2,318.52",250.59,504.97,-0.25,1.1,0.31,0.4,0.31,0.17,0.35,0.1,0.12,0.19,2.53,3.44,0.45,0.16,0.31,7.9,0.44,0.45,0.63,0.28,0.54,0.1,0.69,0.75,1.04,0.75,0.46,0.81,0.12,0.23,0.58,12.54,28.32,21.22,10.8,9.37,-0.47,2.03,0.57,0.71,0.57,0.29,0.66,0.18,0.2,0.32,4.67,105.69,263.99,98.98,,,,,
1422,Khémisset,favorable,Blé dur ,Wheat,,S1,01/10/2019,10/02/2020,Yes,Yes,20/01/2020,No,,After,94%,0.142,0.002,0.275,0.173,0.113,0.112,0.108,0.148,0.261,0.298,0.286,0.312,0.127,0.335,0.001,3.253,0.387,0.518,827.502,830.439,0.316,2.812,458.94,742.98,855.62,"2,828.19","2,464.30","3,344.05",334.38,334.54,"1,496.32",26.32,338.58,0.62,2.42,"2,334.96",297.62,663.55,-0.39,1.13,0.44,0.36,0.35,0.26,0.5,0.11,0.15,0.28,3.12,3.3,0.59,0.18,0.3,9.06,0.56,0.66,0.65,0.28,0.67,0.1,1.38,1.27,1.09,1.09,0.52,1.5,0.12,0.35,0.58,15.99,26.5,21.33,11.68,13.31,-0.51,1.97,0.68,0.65,0.61,0.45,0.74,0.23,0.32,0.49,5.4,149.06,315.91,103.33,,,,,
1428,Khémisset,favorable,Orge,Barley,,S1,01/10/2019,09/02/2020,Yes,Yes,08/01/2020,No,,After,90%,0.153,0.002,0.326,0.208,0.128,0.133,0.126,0.189,0.341,0.395,0.392,0.429,0.166,0.486,0.003,2.829,0.407,0.589,826.73,829.764,0.419,3.203,551.01,896.08,798.25,"3,833.36","2,434.98","3,342.33",334.22,334.41,"1,345.86",20.02,337.41,0.75,2.37,"2,174.65",283.71,608.35,-0.38,1.36,0.47,0.44,0.42,0.32,0.52,0.14,0.17,0.36,3.51,3.55,0.56,0.21,0.39,9.12,0.62,0.58,0.61,0.32,0.72,0.1,1.15,1.21,0.98,0.92,0.63,1.27,0.12,0.35,0.69,15.41,28.16,22.02,9.9,9.1,-0.49,1.99,0.65,0.65,0.59,0.44,0.72,0.22,0.27,0.45,5.11,148.49,295.73,108.36,,,,,
1433,Khémisset,favorable,Avoine,Wheat,,S2,30/11/2019,26/03/2020,Yes,No,,No,,No N topDress ,74%,0.175,0.002,0.333,0.243,0.164,0.168,0.182,0.212,0.298,0.333,0.331,0.351,0.131,0.213,0.001,3.259,0.256,0.335,829.415,832.113,0.237,2.446,"1,041.90","1,444.24","1,751.45","3,496.57","3,684.58","3,306.25",330.65,330.95,"2,534.07",21.48,334.3,0.38,2.6,"2,446.05",333.16,705.07,-0.33,1.09,0.43,0.31,0.33,0.29,0.44,0.11,0.16,0.28,2.96,3.44,0.59,0.16,0.43,9.33,0.56,0.59,0.67,0.4,0.67,0.1,1.15,1.15,1.21,1.15,0.75,1.27,0.12,0.23,0.69,16.33,26.77,21.15,9.56,8.54,-0.41,1.61,0.59,0.47,0.47,0.41,0.6,0.18,0.26,0.42,4.37,134.62,311.6,115.55,,,,,
1437,Khémisset,favorable,Blé tendre,Wheat,,S1,27/11/2019,10/02/2020,Yes,Yes,24/01/2020,No,,After,88%,0.134,0.001,0.185,0.088,0.099,0.089,0.057,0.102,0.285,0.363,0.354,0.384,0.138,0.858,0.002,4.687,0.647,0.833,832.139,834.497,0.521,2.934,377.78,622.73,420.33,"3,601.23","1,480.63","3,331.55",333.16,333.03,584.78,26.32,336.47,0.91,1.96,"2,171.43",197.8,529.23,-0.36,1.32,0.44,0.43,0.41,0.37,0.51,0.16,0.17,0.34,3.57,3.96,0.68,0.21,0.48,10.7,0.71,0.78,0.7,0.49,0.79,0.08,1.84,1.61,1.32,1.32,0.98,1.96,0.12,0.35,0.81,20.13,26.88,24.05,10.86,12.34,-0.52,2.38,0.72,0.76,0.69,0.63,0.8,0.29,0.39,0.64,6.43,154.39,310.54,97.34,,,,,
1441,Khémisset,favorable,Orge,Barley,,S1,01/10/2019,09/02/2020,Yes,Yes,10/01/2020,No,,After,92%,0.158,0.003,0.272,0.186,0.123,0.121,0.11,0.165,0.331,0.391,0.384,0.42,0.132,0.564,0.002,3.542,0.469,0.636,828.772,831.55,0.441,3.327,730.55,"1,127.19","1,325.02","3,613.26","3,245.35","3,366.04",336.58,336.42,"2,369.83",20.02,340.33,0.53,2.05,"2,222.49",203.9,568.91,-0.29,1.55,0.48,0.45,0.45,0.4,0.49,0.19,0.35,0.42,4.31,4.8,0.67,0.53,0.66,13.33,0.45,0.69,0.75,0.51,0.71,0.26,1.38,1.5,1.44,1.27,1.09,1.73,0.35,0.81,1.15,25.42,24.56,21.72,10.14,11.12,-0.4,2.5,0.71,0.7,0.7,0.64,0.71,0.3,0.6,0.67,6.95,159.84,319.6,111.48,,,,,
1448,Khémisset,favorable,Blé Tendre,Wheat,,S1,15/11/2019,11/02/2020,Yes,Yes,21/01/2020,No,,After,81%,0.125,0.002,0.179,0.088,0.093,0.088,0.061,0.11,0.272,0.332,0.334,0.363,0.147,0.669,0.002,3.735,0.576,0.797,829.379,832.082,0.487,2.98,373.18,737.73,537.05,"4,259.60","2,068.85","3,328.68",332.84,332.85,898.73,20.61,335.53,0.89,2.31,"2,653.51",316.02,761.53,-0.35,1.07,0.46,0.32,0.42,0.43,0.48,0.13,0.21,0.33,3.51,3.5,0.66,0.3,0.56,11.56,0.63,0.74,0.63,0.58,0.75,0.12,1.61,1.44,1.04,1.32,1.21,1.84,0.23,0.46,0.92,21.51,24.41,20.14,10.61,11.26,-0.51,1.99,0.79,0.66,0.71,0.71,0.79,0.28,0.47,0.66,6.57,165.89,379.25,141.74,,,,,
1449,Khémisset,favorable,Blé tendre,Wheat,,S2,15/11/2019,03/03/2020,Yes,Yes,21/01/2020,No,,No Seconde N,68%,0.144,0.002,0.252,0.142,0.112,0.109,0.102,0.15,0.284,0.342,0.344,0.379,0.162,0.454,0.002,3.208,0.448,0.624,829.559,832.239,0.409,3.414,572.7,795.8,909.65,"3,682.30","1,685.90","3,313.15",331.28,331.99,831.45,20.21,334.49,0.69,2.31,"2,653.51",316.02,761.53,-0.35,1.07,0.46,0.32,0.42,0.43,0.48,0.13,0.21,0.33,3.51,3.5,0.66,0.3,0.56,11.56,0.63,0.74,0.63,0.58,0.75,0.12,1.61,1.44,1.04,1.32,1.21,1.84,0.23,0.46,0.92,21.51,24.41,20.14,10.61,11.26,-0.51,1.99,0.79,0.66,0.71,0.71,0.79,0.28,0.47,0.66,6.57,165.89,379.25,141.74,,,,,
1476,My Yaacoub,favorable,blé tendre,Wheat,,S1,15/11/2019,12/02/2020,Yes,No,,No,,No N topDress ,75%,0.218,0.007,0.325,0.214,0.19,0.184,0.177,0.217,0.331,0.382,0.365,0.414,0.106,0.311,0.001,3.259,0.315,0.398,830.241,832.836,0.29,2.205,"1,168.40","1,417.95","1,651.98","2,877.30","3,138.35","3,340.75",334.08,334.06,"2,676.63",14.28,337.89,0.31,1.44,"2,169.13",228.97,385.94,-0.34,1.19,0.37,0.37,0.28,0.21,0.47,0.13,0.23,0.25,3.19,3.89,0.53,0.32,0.45,10.41,0.39,0.53,0.59,0.37,0.61,0.22,1.27,1.15,0.98,0.98,0.75,1.5,0.23,0.46,0.81,18.4,26.83,23.03,11.35,10.57,-0.41,1.83,0.54,0.56,0.45,0.36,0.66,0.24,0.39,0.41,4.88,128.46,307.43,106.09,,,,,
