id,Province,Agroecological.zones,Crop,Grp.Crop,Regime,Code_Stage,birth.day,sampling.date,Base.Feed,Second.feed.1,second.feed.1.date,second.feed..2,second.feed..2.date,Sampling.Timing.Vs.second.feed.timing,Mos.,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,B1,B2,B3,B4,B5,B6,B6_VCID_1,B6_VCID_2,B7,FVC,LST,NDVI,AI,ETP_jan_mars,ETP_oct_dec,ETP_oct_mars,EVI_Diff,EVI_RUE,EVI_fev,EVI_jan,EVI_jan_mars,EVI_mars,EVI_max,EVI_min,EVI_oct_dec,EVI_oct_mars,EVIsum,FAPAR_RUE,FAPAR_jan_mars,FAPAR_oct_dec,FAPAR_oct_mars,FAPARsum,Fpar_Diff,Fpar_fev,Fpar_jan,Fpar_mars,Fpar_max,Fpar_min,LAI_Diff,LAI_fev,LAI_jan,LAI_jan_mars,LAI_mars,LAI_max,LAI_min,LAI_oct_dec,LAI_oct_mars,LAIsum,LST_DAY_jan_mars,LST_DAY_oct_dec,LST_Night_jan_mars,LST_Night_oct_dec,NDVI_Diff,NDVI_RUE,NDVI_fev,NDVI_jan,NDVI_jan_mars,NDVI_mars,NDVI_max,NDVI_min,NDVI_oct_dec,NDVI_oct_mars,NDVIsum,P_dec_fev,P_oct_mars,P_sep_nov,pH,Ec,MO,K20,P2O5
5,EL YOUSSOUFIA,défavorable,Blé tendre,Wheat,Bour,S1,20/12/2020,10/02/2021,No,No,,No,,No N topDress ,96%,0.256,0.002,0.373,0.289,0.234,0.232,0.228,0.275,0.396,0.446,0.438,0.469,0.158,0.314,0.002,2.901,0.272,0.364,828.31,831.147,0.293,2.127,585.35,924.6,857.9,"3,348.80","2,419.60","3,306.25",330.65,330.95,"1,444.40",20.86,333.95,0.68,3.47,"2,274.13",297.39,670.45,-0.07,1.44,0.22,0.26,0.22,0.2,0.24,0.17,0.33,0.24,2.78,3.93,0.28,0.36,0.29,7.59,0.15,0.28,0.4,0.22,0.3,0.15,0.23,0.46,0.58,0.46,0.35,0.46,0.23,0.46,0.46,11.39,33.56,27.84,8.75,11.63,-0.09,2.25,0.34,0.41,0.34,0.3,0.37,0.27,0.51,0.37,4.35,48.25,221.88,160.23,10.5,0.3,1.2,103.5,38.1
11,Safi,défavorable,Orge,Barley,Bour,S1,13/11/2020,11/02/2021,No,No,,No,,No N topDress ,90%,0.144,0.001,0.192,0.094,0.113,0.108,0.078,0.13,0.34,0.423,0.407,0.458,0.127,0.901,0.002,4.604,0.609,0.781,831.382,833.835,0.536,3.114,504.97,811.09,613.53,"4,422.95","1,888.98","3,272.91",327.39,327.66,903.65,15.65,329.56,0.87,2.57,"2,137.16",239.32,588.23,-0.16,1.41,0.29,0.34,0.28,0.26,0.32,0.16,0.32,0.31,3.23,4.47,0.46,0.45,0.46,10.21,0.37,0.45,0.55,0.37,0.53,0.16,0.58,0.81,0.81,0.81,0.69,0.81,0.23,0.69,0.81,16.44,28.85,25.27,11.22,13.51,-0.24,2.22,0.48,0.52,0.46,0.4,0.49,0.25,0.51,0.46,5.07,53.43,262.96,197,9.9,0.2,1.9,472.7,5.8
16,Safi,défavorable,Orge,Barley,irrigué,S1,16/11/2020,11/02/2021,Yes,Yes,01/02/2021,No,,After,81%,0.151,0.001,0.185,0.09,0.107,0.1,0.058,0.113,0.359,0.47,0.461,0.52,0.096,1.308,0.002,5.166,0.704,0.891,833.232,835.453,0.634,3.069,442.03,867.55,629.32,"3,954.09","1,943.06","3,280.95",327.32,327.39,"1,153.35",15.65,330.6,0.83,3.04,"2,298.27",259.32,663.21,-0.1,1.43,0.29,0.32,0.29,0.24,0.31,0.2,0.31,0.31,3.11,5.02,0.54,0.53,0.54,10.95,0.36,0.54,0.58,0.39,0.59,0.23,0.81,1.04,0.86,0.81,0.69,1.15,0.35,0.81,0.81,17.83,30.58,26.83,10.42,12.43,-0.18,2.46,0.5,0.53,0.5,0.41,0.5,0.32,0.53,0.5,5.35,51.35,250.64,187,9.9,0.6,3.5,306.4,648.6
20,Safi,défavorable,Orge,Barley,Bour,S1,05/11/2020,11/02/2021,No,No,,No,,No N topDress ,97%,0.157,0.001,0.327,0.227,0.133,0.126,0.153,0.174,0.254,0.289,0.266,0.323,0.088,0.2,0,4.281,0.286,0.312,831.844,834.238,0.197,2.922,,,,,,,,,,15.65,,,2.66,"2,235.48",282.44,620.54,-0.16,1.35,0.29,0.38,0.3,0.26,0.3,0.14,0.26,0.3,3.16,3.76,0.39,0.37,0.37,8.77,0.26,0.39,0.53,0.31,0.41,0.15,0.46,0.58,0.81,0.58,0.52,0.69,0.23,0.46,0.58,13.23,31.38,26.35,11.33,11.7,-0.28,2.21,0.49,0.6,0.49,0.4,0.51,0.23,0.46,0.48,5.17,55.9,268.46,199.49,9.9,0.3,3.6,197.2,"1,587.00"
24,El Jadida,interemédiaire,Blé dur,Wheat,Bour,S1,28/11/2020,26/01/2021,Yes,Yes,28/11/2020,No,,After,93%,0.149,0.001,0.218,0.132,0.122,0.122,0.093,0.138,0.271,0.32,0.322,0.347,0.073,0.446,0.002,3.45,0.458,0.632,828.845,831.614,0.398,2.325,432.62,839.82,770.35,"3,378.96","2,315.77","3,274.05",327.46,327.44,"1,577.76",18.7,330.14,0.72,2.13,"2,084.26",244.61,600.19,-0.35,1.76,0.52,0.53,0.52,0.35,0.54,0.2,0.42,0.5,4.95,5.28,0.75,0.56,0.74,14.86,0.64,0.76,0.76,0.56,0.86,0.22,1.61,1.78,1.5,1.5,1.21,1.96,0.35,0.92,1.5,31.4,25.09,24.99,10.25,12.41,-0.45,2.83,0.81,0.81,0.81,0.58,0.82,0.37,0.75,0.81,7.95,106.34,323.46,214.48,9.8,0.2,3,163.1,77.6
31,El Jadida,interemédiaire,Blé tendre,Wheat,Bour,S1,03/12/2020,27/01/2021,Yes,Yes,03/12/2020,No,,After,95%,0.157,0.001,0.271,0.167,0.123,0.119,0.098,0.146,0.293,0.348,0.321,0.383,0.078,0.501,0.002,3.518,0.47,0.612,829.095,831.833,0.386,2.54,501.94,907.93,875.58,"3,435.95","2,713.53","3,306.46",330.64,330.58,"1,722.21",18.7,333.7,0.68,1.71,"2,052.29",250.36,520.14,-0.36,1.55,0.5,0.55,0.5,0.4,0.53,0.17,0.38,0.43,4.7,4.72,0.72,0.69,0.7,14.32,0.76,0.74,0.84,0.51,0.87,0.12,1.73,1.84,1.84,1.55,0.98,1.96,0.23,1.27,1.38,30.02,27.35,24.37,9.83,11.51,-0.53,2.43,0.77,0.81,0.75,0.61,0.83,0.29,0.69,0.7,7.38,105.81,348.84,237.39,9.4,0.3,2.3,116.3,44
32,El Jadida,interemédiaire,Blé dur,Wheat,Bour,S1,27/11/2020,27/01/2021,Yes,Yes,15/01/2021,No,,After,95%,0.205,0.002,0.301,0.202,0.158,0.16,0.143,0.211,0.376,0.43,0.404,0.463,0.106,0.512,0.003,2.752,0.393,0.55,826.024,829.146,0.402,2.579,411.58,832.81,693.73,"3,384.15","1,898.45","3,293.89",329.4,329.56,"1,031.77",18.7,332.44,0.76,1.85,"1,897.96",220.92,534.87,-0.17,1.24,0.35,0.37,0.33,0.28,0.36,0.19,0.35,0.33,3.58,3.96,0.55,0.53,0.55,11.43,0.45,0.55,0.59,0.39,0.63,0.18,0.81,1.09,0.92,0.98,0.69,1.15,0.35,0.81,0.92,19.9,29.91,26.32,8.77,10.73,-0.3,2.08,0.57,0.62,0.57,0.47,0.59,0.3,0.61,0.58,6.01,100.06,331.89,212.07,9.1,0.2,1.2,97.1,56.1
59,SIDI BENNOUR,interemédiaire,Blé dur,Wheat,Bour,S1,10/11/2020,01/02/2021,Yes,Yes,01/01/2021,No,,After,99%,0.153,0.001,0.187,0.076,0.107,0.101,0.05,0.108,0.414,0.577,0.542,0.608,0.108,2.022,0.003,6.132,0.788,0.954,835.912,837.798,0.727,3.054,418.03,780.85,476.1,"5,994.95","1,919.35","3,303.38",330.33,330.42,769.93,22.1,332.93,0.98,2.31,"1,921.77",240.35,538.32,-0.24,1.86,0.41,0.41,0.41,0.41,0.45,0.2,0.41,0.41,4.33,6.33,0.7,0.63,0.67,14.73,0.49,0.67,0.76,0.65,0.76,0.26,1.5,1.61,1.38,1.61,1.84,1.96,0.46,1.04,1.38,30.47,27.03,23.4,8.94,12.39,-0.36,3.08,0.68,0.7,0.65,0.63,0.72,0.36,0.67,0.66,7.17,69.45,267.69,183.56,9,0.3,0.7,127.7,50.5
87,Safi,défavorable,Blé tendre,Wheat,Bour,S1,04/11/2020,01/02/2021,Yes,Yes,15/01/2021,No,,After,91%,0.149,0.001,0.176,0.076,0.108,0.102,0.052,0.108,0.35,0.441,0.417,0.468,0.106,1.265,0.003,5.049,0.699,0.894,831.371,833.825,0.603,2.409,,,,,,,,,,15.65,,,2.55,"2,338.29",295.44,687.24,-0.22,1.17,0.29,0.46,0.32,0.27,0.33,0.1,0.16,0.31,3.14,4.01,0.61,0.13,0.54,10.78,0.7,0.63,0.83,0.49,0.77,0.07,1.61,1.38,1.9,1.21,0.98,1.73,0.12,0.23,0.81,21.62,29.77,26.53,9.96,12.91,-0.46,2.41,0.65,0.81,0.66,0.54,0.7,0.24,0.42,0.62,6.48,64.34,309.35,226.66,9.9,0.2,2.3,410.6,22.8
104,Settat,interemédiaire,Blé dur,Wheat,Bour,S1,25/11/2020,11/02/2021,Yes,Yes,15/01/2021,Yes,10/02/2021,After,94%,0.13,0.002,0.179,0.08,0.096,0.096,0.05,0.111,0.345,0.427,0.404,0.447,0.159,1.18,0.003,4.43,0.677,0.898,830.079,832.694,0.594,2.488,317.85,645.2,372.68,"4,070.37","1,647.46","3,312.58",331.25,331.44,677.94,24.23,333.99,0.95,2.34,"2,154.53",238.63,666.43,-0.34,1.15,0.45,0.42,0.39,0.31,0.46,0.12,0.15,0.32,3.28,3.71,0.67,0.15,0.49,10.55,0.75,0.75,0.62,0.55,0.83,0.08,1.84,1.73,1.04,1.38,1.09,1.96,0.12,0.23,0.81,20.47,29.2,27.24,7.1,9.35,-0.59,2.19,0.77,0.74,0.71,0.57,0.82,0.23,0.36,0.64,6.24,106.69,327.04,228.18,10,0.1,5.2,768.2,47.2
107,Settat,interemédiaire,Blé dur,Wheat,Bour,S1,25/11/2020,11/02/2021,Yes,Yes,15/01/2021,Yes,10/02/2021,After,93%,0.16,0.002,0.43,0.365,0.139,0.146,0.189,0.215,0.27,0.302,0.295,0.331,0.121,0.142,0,2.494,0.194,0.251,830.555,833.111,0.172,2.998,796.4,"1,278.53","1,834.10","3,061.52","4,170.53","3,338.40",333.87,334.11,"3,585.48",24.23,338.16,0.29,2.48,"2,005.71",247.83,653.43,-0.34,1.33,0.43,0.45,0.43,0.3,0.44,0.1,0.17,0.32,3.51,4.78,0.82,0.3,0.58,12.63,0.86,0.85,0.86,0.47,0.93,0.07,3.22,2.7,2.01,1.9,0.86,3.34,0.12,0.35,0.92,28.41,30.27,27.06,8.2,10.59,-0.5,2.35,0.72,0.77,0.7,0.5,0.75,0.25,0.37,0.55,6.2,93.12,303.51,229.6,10,0.1,4.3,311.7,56.1
114,Settat,interemédiaire,Blé tendre,Wheat,Bour,S1,19/11/2020,10/02/2021,Yes,Yes,12/01/2021,No,,After,94%,0.133,0.001,0.166,0.073,0.096,0.091,0.048,0.1,0.315,0.4,0.388,0.418,0.183,1.104,0.002,4.671,0.688,0.899,831.377,833.829,0.581,2.558,320.19,612.94,309.33,"3,847.03","1,510.43","3,309.70",330.95,331.11,640.04,22.1,333.54,0.98,2.02,"2,047.69",183.2,523.02,-0.34,1.17,0.37,0.46,0.37,0.21,0.43,0.08,0.13,0.3,3.04,4.11,0.62,0.2,0.53,10.64,0.68,0.67,0.75,0.37,0.76,0.08,1.27,1.27,1.38,1.21,0.69,1.38,0.12,0.23,0.81,19.32,31.63,27.86,9.35,10.82,-0.56,2.29,0.68,0.8,0.68,0.41,0.79,0.23,0.33,0.57,5.93,96.33,297.66,191.11,10.1,0.1,3.9,253,6.4
120,Settat,interemédiaire,Orge,Barley,Bour,S1,10/11/2020,02/02/2021,Yes,Yes,01/01/2021,No,,After,90%,0.157,0.002,0.309,0.176,0.131,0.135,0.129,0.18,0.348,0.412,0.395,0.442,0.116,0.546,0.002,3.731,0.45,0.586,829.695,832.358,0.419,3.203,,,,,,,,,,17.15,,,2.18,"2,148.78",244.49,588,-0.06,0.75,0.18,0.24,0.18,0.15,0.19,0.13,0.17,0.18,2.01,2.25,0.26,0.24,0.24,6.07,0.18,0.26,0.35,0.17,0.32,0.14,0.12,0.35,0.4,0.35,0.23,0.35,0.23,0.35,0.35,8.05,35.12,28.32,10.28,11.97,-0.11,1.2,0.29,0.38,0.29,0.23,0.31,0.2,0.29,0.29,3.24,90.19,309.75,183.75,9.9,0.1,3.3,575,89.8
125,Settat,interemédiaire,Blé dur,Wheat,Bour,S1,12/11/2020,02/02/2021,No,No,,No,,No N topDress ,96%,0.143,0.001,0.246,0.17,0.111,0.104,0.095,0.123,0.202,0.23,0.219,0.249,0.081,0.223,0.001,3.267,0.35,0.456,827.84,830.735,0.241,2.198,436.81,706.74,663.42,"2,848.55","2,246.38","3,327.64",332.77,332.65,"1,405.09",24.23,336.03,0.71,2.95,"2,191.21",306.48,701.04,-0.2,1.2,0.31,0.31,0.29,0.23,0.32,0.13,0.23,0.29,2.85,4,0.52,0.24,0.48,9.51,0.45,0.53,0.57,0.35,0.59,0.14,0.58,0.81,0.81,0.81,0.58,0.81,0.23,0.35,0.81,14.26,29.39,27.24,7.57,9.83,-0.37,2.13,0.54,0.55,0.5,0.39,0.58,0.21,0.42,0.5,5.07,78.56,273.59,178.99,9.7,0.1,5.2,"1,412.20",179.6
129,Settat,interemédiaire,Blé tendre,Wheat,Bour,S1,18/11/2020,02/02/2021,Yes,No,,No,,No N topDress ,92%,0.136,0.001,0.176,0.104,0.102,0.093,0.065,0.101,0.205,0.238,0.235,0.254,0.064,0.353,0.001,3.371,0.467,0.653,827.345,830.302,0.336,2.041,334.18,560.42,459.99,"2,559.59","1,585.97","3,306.25",330.63,330.78,912.67,22.1,333.49,0.79,2.18,"2,006.29",228.97,540.62,-0.27,1.25,0.37,0.34,0.34,0.28,0.39,0.12,0.24,0.31,3.1,4.17,0.61,0.25,0.51,10.33,0.59,0.63,0.66,0.45,0.67,0.08,1.15,1.15,1.15,1.15,0.86,1.27,0.12,0.35,0.92,18.29,26.19,25.7,7.81,9.92,-0.5,2.48,0.68,0.69,0.65,0.48,0.73,0.23,0.56,0.62,6.15,98.37,284.76,182.41,9.9,0.2,5.6,220.8,52.7
133,Settat,interemédiaire,Blé tendre,Wheat,Bour,S1,10/11/2020,02/02/2021,No,No,,No,,No N topDress ,92%,0.164,0.002,0.401,0.298,0.157,0.177,0.249,0.264,0.334,0.365,0.354,0.386,0.102,0.146,0,5.295,0.183,0.2,833.154,835.384,0.153,3.257,,,,,,,,,,24.71,,,2.3,"2,200.53",271.52,636.76,-0.08,0.82,0.19,0.24,0.2,0.17,0.21,0.13,0.2,0.2,2.26,2.58,0.34,0.23,0.33,7.15,0.35,0.34,0.41,0.2,0.43,0.08,0.46,0.52,0.52,0.46,0.35,0.58,0.12,0.35,0.46,9.66,35.42,26.92,10.72,12.16,-0.15,1.36,0.32,0.42,0.32,0.26,0.35,0.2,0.33,0.33,3.76,88.85,318.31,201.35,9.5,0.2,2,629.6,94.2
140,Benslimane,interemédiaire,Blé tendre,Wheat,Bour,S1,25/11/2020,17/02/2021,Yes,Yes,25/01/2021,No,,After,95%,0.164,0.001,0.172,0.088,0.113,0.102,0.065,0.114,0.328,0.43,0.436,0.452,0.114,1.054,0.002,5.057,0.669,0.852,833.767,835.921,0.595,3.131,"1,164.14","1,373.84","1,267.96","4,566.48","2,508.97","3,280.95",328.1,328.12,"1,701.70",21.75,330.85,0.65,1.87,"2,089.89",221.49,522.22,-0.32,1.1,0.37,0.34,0.34,0.35,0.42,0.11,0.16,0.32,3.08,3.55,0.61,0.15,0.53,9.94,0.68,0.68,0.6,0.57,0.76,0.08,1.38,1.32,1.04,1.09,1.15,1.5,0.12,0.23,0.92,17.71,27.15,27.4,8.23,11.4,-0.48,2.05,0.61,0.65,0.63,0.56,0.71,0.23,0.37,0.5,5.72,118.16,321.42,207.88,9,0.5,2.4,334.7,28.8
141,Benslimane,interemédiaire,Blé tendre,Wheat,Bour,S1,22/11/2020,17/02/2021,Yes,Yes,25/01/2021,No,,After,98%,0.136,0.001,0.158,0.066,0.101,0.099,0.05,0.107,0.341,0.419,0.409,0.447,0.124,1.172,0.003,4.67,0.681,0.9,829.999,832.624,0.6,2.396,,,,,,,,,,21.75,,,2.09,"2,068.62",279.68,588.69,-0.37,1.44,0.49,0.45,0.45,0.37,0.51,0.14,0.31,0.44,4.06,4.47,0.67,0.4,0.61,12.6,0.68,0.76,0.7,0.61,0.85,0.17,1.96,1.9,1.21,1.5,1.27,2.19,0.23,0.58,1.04,24.61,24.63,23.43,10.42,12.52,-0.56,2.5,0.77,0.79,0.74,0.59,0.84,0.28,0.58,0.7,7.04,113.21,324.14,211.68,9.3,0.3,3.3,185.2,17.3
168,Berrechid,interemédiaire,Orge,Barley,Bour,S1,15/11/2020,26/01/2021,No,No,,No,,No N topDress ,96%,0.144,0.002,0.225,0.155,0.11,0.099,0.079,0.111,0.196,0.23,0.211,0.246,0.066,0.266,0.001,3.078,0.402,0.521,828.785,831.562,0.262,1.958,406.95,641.7,598.94,"2,588.74","2,095.56","3,313.15",331.28,331.97,"1,338.97",19.01,334.65,0.72,1.88,"2,045.39",156.29,519.57,-0.32,1.25,0.43,0.39,0.39,0.29,0.45,0.13,0.24,0.33,3.45,3.97,0.66,0.15,0.58,10.96,0.76,0.75,0.68,0.52,0.84,0.08,1.73,1.67,1.21,1.27,1.04,1.84,0.12,0.23,0.92,20.7,25.56,24.76,10.15,11.76,-0.55,2.46,0.81,0.75,0.75,0.52,0.81,0.26,0.53,0.63,6.79,105.29,317.43,203.14,,,,,
196,Berrechid,interemédiaire,Orge,Barley,Bour,S1,27/11/2020,19/01/2021,Yes,Yes,31/01/2021,No,,Befor,101%,0.157,0.001,0.236,0.144,0.125,0.126,0.099,0.169,0.317,0.365,0.354,0.394,0.114,0.5,0.004,2.467,0.424,0.646,824.716,828.001,0.427,2.562,,,,,,,,,,19.01,,,2.02,"1,995.14",229.31,531.3,-0.37,1.73,0.52,0.47,0.48,0.41,0.53,0.16,0.37,0.46,4.54,4.82,0.66,0.44,0.61,12.66,0.75,0.7,0.66,0.58,0.93,0.18,2.19,1.55,1.15,1.27,1.21,2.53,0.35,0.69,1.15,24.04,25.21,25.06,10.36,12.59,-0.49,2.67,0.79,0.73,0.73,0.61,0.81,0.31,0.57,0.71,7.03,108.82,302.1,190.18,9.7,0.3,4,227.7,32
213,Fkih Ben Salah,interemédiaire,Blé tendre,Wheat,irrigué,S1,15/11/2020,02/02/2021,Yes,Yes,15/01/2021,No,,After,97%,0.143,0.001,0.148,0.06,0.103,0.087,0.049,0.088,0.328,0.473,0.458,0.505,0.149,1.579,0.001,7.089,0.789,0.927,838.171,839.775,0.652,3.451,,,,,,,,,,13.43,,,2.65,"2,585.78",314.87,771.08,0.01,1.55,0.31,0.39,0.38,0.38,0.39,0.4,0.49,0.4,4.49,4.94,0.6,0.64,0.61,14.35,0.14,0.63,0.61,0.56,0.66,0.52,0.81,1.21,0.98,1.15,1.15,1.61,0.81,1.38,1.15,28.17,25.82,25.54,8.44,11.76,-0.03,2.55,0.54,0.65,0.64,0.64,0.64,0.62,0.78,0.67,7.42,91.34,334.38,209.35,10.4,0.5,3.8,910.8,309.1
216,Fkih Ben Salah,interemédiaire,Blé tendre,Wheat,irrigué,S1,15/11/2020,02/02/2021,Yes,Yes,15/01/2021,No,,After,95%,0.132,0.001,0.099,0.054,0.1,0.088,0.06,0.096,0.287,0.363,0.346,0.382,0.085,0.905,0.001,6.044,0.668,0.81,832.805,835.08,0.503,3.083,,,,,,,,,,13.43,,,2.82,"2,720.44",362.48,804.31,-0.26,1.78,0.47,0.41,0.47,0.61,0.61,0.35,0.42,0.43,5.09,4.85,0.62,0.55,0.62,13.85,0.21,0.64,0.59,0.64,0.69,0.48,0.92,1.27,0.81,1.27,1.5,1.61,0.69,0.92,1.04,24.15,26.83,25.45,8.43,11.63,-0.24,2.84,0.75,0.7,0.75,0.81,0.82,0.58,0.72,0.72,8.1,85.66,328.11,200.95,9.7,0.5,4.1,"1,271.90",275.9
223,Khémisset,favorable,Blé tendre,Wheat,bour ,S1,26/11/2020,16/02/2021,Yes,No,,No,,No N topDress ,86%,0.309,0.002,0.666,0.378,0.339,0.423,0.603,0.625,0.66,0.698,0.665,0.717,0.219,0.1,0,1.86,0.063,0.056,838.679,840.219,0.058,2.573,"3,311.00","4,651.75","5,996.28","6,420.45","5,927.88","3,167.45",316.78,316.91,"4,136.55",10.13,320.16,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,0.1,2.5,562.5,5.8
229,Khémisset,favorable,Orge,Barley,Bour,S1,20/11/2020,16/02/2021,Yes,Yes,01/02/2021,No,,After,96%,0.114,0.006,0.17,0.069,0.083,0.086,0.043,0.108,0.415,0.551,0.566,0.582,0.271,1.961,0.003,5.485,0.774,0.987,833.346,835.553,0.762,3.748,,,,,,,,,,24.18,,,1.61,"2,366.70",288.31,651.25,-0.21,0.81,0.37,0.32,0.35,0.35,0.38,0.17,0.27,0.31,3.29,2.42,0.54,0.32,0.48,9.82,0.47,0.56,0.55,0.48,0.59,0.12,1.04,0.98,0.81,0.86,0.86,1.15,0.12,0.58,0.81,15.64,21.99,20.04,7.02,9.63,-0.36,1.39,0.63,0.53,0.57,0.53,0.65,0.28,0.48,0.54,5.65,125.81,466.21,373.54,7.7,0.2,5.5,630.4,176.2
234,Khémisset,favorable,Blé dur,Wheat,Bour,S1,10/11/2020,18/03/2021,Yes,Yes,01/02/2021,No,,After,79%,0.15,0.003,0.203,0.122,0.126,0.127,0.117,0.16,0.264,0.297,0.291,0.306,0.126,0.295,0.001,2.76,0.344,0.488,825.859,829.002,0.304,2.429,363.54,651.93,729.1,"2,437.93","1,721.20","3,356.27",335.66,335.44,922.3,18.21,338.83,0.62,1.43,"2,444.09",203.55,595.01,-0.11,0.78,0.31,0.31,0.32,0.32,0.33,0.21,0.29,0.3,3.24,2.54,0.52,0.44,0.47,10.56,0.51,0.53,0.47,0.56,0.61,0.1,1.15,0.92,0.69,0.81,1.21,1.27,0.12,0.69,0.69,17.94,22.91,23.31,8.61,8.75,-0.16,1.47,0.57,0.58,0.57,0.56,0.58,0.42,0.56,0.56,6.13,141.13,478.73,343.46,9.7,0.1,0.9,250.1,5.8
238,Khouribga,interemédiaire,Orge,Barley,Bour,S1,18/11/2020,10/02/2021,Yes,Yes,14/01/2021,No,,After,94%,0.125,0.003,0.213,0.116,0.099,0.096,0.075,0.115,0.29,0.358,0.341,0.385,0.179,0.71,0.001,4.973,0.589,0.735,831.676,834.091,0.463,3.213,,,,,,,,,,23.8,,,2.63,"2,338.30",284.17,721.74,-0.22,1.08,0.35,0.32,0.34,0.33,0.36,0.14,0.18,0.26,2.95,3.52,0.56,0.21,0.46,9.65,0.58,0.63,0.56,0.45,0.66,0.08,1.38,1.32,0.86,1.04,1.04,1.5,0.12,0.23,0.81,17.14,27.99,23.36,6.92,6.98,-0.34,1.81,0.55,0.56,0.54,0.51,0.56,0.21,0.34,0.49,4.96,101.52,315.07,219.07,9.5,0.2,4.8,259,61.8
242,Khouribga,interemédiaire,Blé tendre,Wheat,Bour,S1,24/11/2020,10/02/2021,No,No,,No,,No N topDress ,93%,0.158,0.002,0.355,0.24,0.124,0.126,0.13,0.18,0.273,0.316,0.307,0.346,0.109,0.282,0.002,2.155,0.315,0.465,826.302,829.389,0.301,2.907,,,,,,,,,,24.18,,,2.41,"2,361.87",307.97,674.71,-0.23,1.1,0.37,0.32,0.34,0.31,0.37,0.14,0.21,0.3,3.09,3.51,0.47,0.38,0.46,9.82,0.37,0.47,0.52,0.33,0.51,0.14,0.69,0.92,0.75,0.81,0.63,0.92,0.23,0.46,0.69,15.99,28.74,24.78,8.65,9.86,-0.34,1.7,0.56,0.48,0.48,0.43,0.57,0.23,0.34,0.47,4.75,91.49,321.98,226.11,9.5,0.2,3.3,182.2,14.1
249,Khouribga,interemédiaire,Orge,Barley,Bour,S1,18/10/2020,11/02/2021,Yes,No,,No,,No N topDress ,92%,0.127,0.002,0.215,0.114,0.099,0.097,0.073,0.12,0.288,0.345,0.336,0.37,0.154,0.651,0.002,4.045,0.555,0.74,829.355,832.06,0.461,2.967,,,,,,,,,,23.8,,,2.53,"2,250.20",241.5,663.67,-0.23,1.14,0.36,0.32,0.32,0.27,0.37,0.14,0.22,0.27,2.99,3.35,0.44,0.32,0.41,8.8,0.44,0.5,0.44,0.33,0.55,0.12,0.81,0.92,0.63,0.69,0.63,1.04,0.23,0.58,0.58,13.92,30.54,24.41,6.15,7.49,-0.37,1.96,0.58,0.55,0.53,0.42,0.6,0.23,0.44,0.47,5.15,96.76,301.87,196.75,,,,,
250,Khouribga,interemédiaire,Orge,Barley,Bour,S1,07/10/2020,11/02/2021,Yes,No,,No,,No N topDress ,94%,0.136,0.003,0.264,0.169,0.11,0.111,0.104,0.149,0.272,0.312,0.304,0.334,0.156,0.379,0.001,3.108,0.405,0.565,826.902,829.915,0.352,2.963,,,,,,,,,,23.8,,,2.74,"2,222.15",281.75,698.86,-0.25,1.35,0.35,0.42,0.35,0.21,0.39,0.14,0.31,0.32,3.44,3.7,0.55,0.24,0.46,9.45,0.52,0.56,0.58,0.36,0.62,0.1,1.04,1.09,0.92,0.92,0.63,1.27,0.23,0.35,0.81,15.99,31.48,25.17,7.66,8.45,-0.39,2.28,0.58,0.69,0.58,0.37,0.63,0.24,0.53,0.53,5.82,97.34,293.54,192.02,,,,,
277,Béni Mellal,interemédiaire,Blé tendre,Wheat,irrigué,S1,17/11/2020,29/01/2021,Yes,Yes,05/02/2021,No,,Befor,94%,0.149,0.001,0.22,0.135,0.112,0.103,0.08,0.124,0.253,0.293,0.278,0.315,0.098,0.434,0.002,3.36,0.465,0.636,827.262,830.229,0.367,2.394,,,,,,,,,,13.43,,,2.33,"2,468.71",307.39,701.38,-0.15,1.18,0.27,0.33,0.33,0.38,0.39,0.24,0.32,0.32,3.56,4.04,0.55,0.53,0.54,12.17,0.35,0.53,0.58,0.54,0.6,0.25,0.81,0.75,0.81,0.86,1.09,1.15,0.35,0.81,0.81,18.74,28.91,25.04,7.43,10.82,-0.23,2.16,0.51,0.61,0.6,0.65,0.66,0.43,0.59,0.59,6.48,89.73,345.97,204.7,9.4,0.2,2.6,486.3,69.9
305,EL HAJEB,favorable,Blé tendre,Wheat,Bour,S1,21/11/2020,26/01/2021,Yes,Yes,16/01/2021,No,,After,96%,0.143,0.001,0.075,0.043,0.122,0.145,0.081,0.093,0.091,0.089,0.062,0.096,0.072,0.008,0,-0.213,-0.024,-0.151,968.797,954.072,-0.045,0.278,655.95,"1,051.72",794.28,"1,639.75","1,084.02","3,327.48",332.75,332.92,615.32,21.81,336.45,0.39,2.2,"2,236.63",265.77,668.38,-0.24,1.05,0.36,0.23,0.36,0.41,0.42,0.18,0.24,0.27,3.19,3.57,0.55,0.46,0.47,10.83,0.46,0.56,0.43,0.61,0.68,0.22,1.27,1.04,0.63,1.04,1.44,1.61,0.35,0.69,0.69,19.55,25.2,23.29,5.58,7.72,-0.32,2.02,0.65,0.48,0.64,0.66,0.69,0.37,0.52,0.56,6.13,96.46,349.06,284.72,9.2,0.2,2.3,466,95.3
