id,Province,Agroecological.zones,Crop,Grp.Crop,Regime,Code_Stage,birth.day,sampling.date,Base.Feed,Second.feed.1,second.feed.1.date,second.feed..2,second.feed..2.date,Sampling.Timing.Vs.second.feed.timing,Target,Mos.,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,B1,B2,B3,B4,B5,B6,B6_VCID_1,B6_VCID_2,B7,FVC,LST,NDVI,AI,ETP_jan_mars,ETP_oct_dec,ETP_oct_mars,EVI_Diff,EVI_RUE,EVI_fev,EVI_jan,EVI_jan_mars,EVI_mars,EVI_max,EVI_min,EVI_oct_dec,EVI_oct_mars,EVIsum,FAPAR_RUE,FAPAR_jan_mars,FAPAR_oct_dec,FAPAR_oct_mars,FAPARsum,Fpar_Diff,Fpar_fev,Fpar_jan,Fpar_mars,Fpar_max,Fpar_min,LAI_Diff,LAI_fev,LAI_jan,LAI_jan_mars,LAI_mars,LAI_max,LAI_min,LAI_oct_dec,LAI_oct_mars,LAIsum,LST_DAY_jan_mars,LST_DAY_oct_dec,LST_Night_jan_mars,LST_Night_oct_dec,NDVI_Diff,NDVI_RUE,NDVI_fev,NDVI_jan,NDVI_jan_mars,NDVI_mars,NDVI_max,NDVI_min,NDVI_oct_dec,NDVI_oct_mars,NDVIsum,P_dec_fev,P_oct_mars,P_sep_nov,pH,Ec,MO,K20,P2O5
1265,Tétouan,favorable supérieur,Avoine,Wheat,,S2,01/01/2020,07/04/2020,Yes,Yes,23/01/2020,No,,No Seconde N,1.83,84%,0.158,0.002,0.208,0.123,0.115,0.117,0.089,0.152,0.314,0.378,0.381,0.404,0.129,0.598,0.003,2.947,0.491,0.717,828.152,831.008,0.483,2.856,770.94,"1,133.00","1,104.66","3,927.10","2,304.97","3,374.10",337.42,337.76,"1,449.11",28.14,342.49,0.65,1.09,"2,148.89",257.6,548.67,-0.3,0.6,0.35,0.26,0.35,0.42,0.46,0.16,0.19,0.24,3.05,1.73,0.52,0.23,0.39,8.75,0.44,0.54,0.44,0.54,0.59,0.15,1.27,0.86,0.63,0.81,1.21,1.5,0.23,0.35,0.58,14.95,23.52,18.23,7.44,9.17,-0.45,1.02,0.51,0.49,0.53,0.63,0.7,0.25,0.39,0.48,5.16,198.2,580.85,175.08,,,,,
1266,Tétouan,favorable supérieur,Blé dur ,Wheat,,S1,01/12/2019,13/02/2020,Yes,Yes,20/01/2020,No,,After,4.39,89%,0.175,0.001,0.228,0.146,0.134,0.129,0.107,0.146,0.243,0.275,0.262,0.287,0.082,0.28,0.001,2.92,0.353,0.482,826.358,829.439,0.282,1.926,,,,,,,333.77,334.06,,16.73,,,0.73,"1,437.61",148.7,254.27,-0.17,0.49,0.2,0.14,0.19,0.24,0.26,0.1,0.11,0.13,1.73,2.22,0.45,0.17,0.31,7.77,0.61,0.53,0.39,0.46,0.72,0.12,1.5,0.75,0.46,0.63,0.92,1.61,0.12,0.23,0.35,11.85,23.51,21.1,12.97,13.35,-0.28,0.89,0.35,0.28,0.33,0.41,0.44,0.16,0.22,0.27,3.11,151.08,402.32,127.61,,,,,
1267,Tétouan,favorable supérieur,Blé dur,Wheat,,S2,01/12/2019,04/03/2020,Yes,Yes,20/01/2020,No,,No Seconde N,2.25,80%,0.156,0.002,0.265,0.169,0.132,0.138,0.135,0.18,0.301,0.347,0.334,0.369,0.135,0.355,0.001,3.076,0.365,0.489,828.236,831.081,0.329,2.73,,,,,,,,,,19.79,,,0.73,"1,437.61",148.7,254.27,-0.17,0.49,0.2,0.14,0.19,0.24,0.26,0.1,0.11,0.13,1.73,2.22,0.45,0.17,0.31,7.77,0.61,0.53,0.39,0.46,0.72,0.12,1.5,0.75,0.46,0.63,0.92,1.61,0.12,0.23,0.35,11.85,23.51,21.1,12.97,13.35,-0.28,0.89,0.35,0.28,0.33,0.41,0.44,0.16,0.22,0.27,3.11,151.08,402.32,127.61,,,,,
1268,Tétouan,favorable supérieur,Blé dur,Wheat,,S2,08/12/2019,10/03/2020,Yes,Yes,20/01/2020,No,,No Seconde N,2.6,79%,0.166,,,,0.122,0.127,0.094,0.155,0.33,0.386,0.388,0.413,0.147,0.621,0.003,3.256,0.49,0.703,827.218,830.191,0.481,2.595,,,,,,,,,,19.79,,,0.73,"1,437.61",148.7,254.27,-0.17,0.49,0.2,0.14,0.19,0.24,0.26,0.1,0.11,0.13,1.73,2.22,0.45,0.17,0.31,7.77,0.61,0.53,0.39,0.46,0.72,0.12,1.5,0.75,0.46,0.63,0.92,1.61,0.12,0.23,0.35,11.85,23.51,21.1,12.97,13.35,-0.28,0.89,0.35,0.28,0.33,0.41,0.44,0.16,0.22,0.27,3.11,151.08,402.32,127.61,,,,,
1269,Béni Mellal,interemédiaire,Blé dur ,Wheat,,S1,07/12/2019,10/02/2020,Yes,No,,No,,No N topDress ,3.3,74%,0.125,0.002,0.179,0.092,0.096,0.093,0.068,0.114,0.284,0.339,0.334,0.362,0.144,0.675,0.002,4.188,0.57,0.763,829.117,831.852,0.471,3.029,390.88,697.04,610.04,"3,397.98","1,851.47","3,327.79",332.81,332.83,"1,010.71",20.61,335.31,0.8,1.94,"2,900.76",313.03,805,-0.33,0.76,0.45,0.33,0.36,0.32,0.47,0.15,0.16,0.27,3.15,2.64,0.56,0.32,0.47,10.94,0.46,0.69,0.56,0.49,0.74,0.28,1.38,1.55,0.86,1.09,1.04,1.73,0.35,0.58,0.81,20.01,26.22,23.1,9.82,10.34,-0.5,1.39,0.73,0.63,0.62,0.54,0.79,0.29,0.38,0.55,5.76,223.41,476.72,133.02,,,,,
1270,Béni Mellal,interemédiaire,Blé dur ,Wheat,,S2,07/12/2019,02/03/2020,Yes,No,,No,,No N topDress ,2.65,67%,0.143,,,,0.119,0.116,0.125,0.158,0.253,0.297,0.289,0.327,0.086,0.277,0.001,3.332,0.352,0.457,830.639,833.184,0.287,3.095,"1,152.13","1,517.82","1,830.48","3,470.62","2,983.52","3,318.31",332.23,332.36,"1,998.72",20.21,335.25,0.36,1.94,"2,900.76",313.03,805,-0.33,0.76,0.45,0.33,0.36,0.32,0.47,0.15,0.16,0.27,3.15,2.64,0.56,0.32,0.47,10.94,0.46,0.69,0.56,0.49,0.74,0.28,1.38,1.55,0.86,1.09,1.04,1.73,0.35,0.58,0.81,20.01,26.22,23.1,9.82,10.34,-0.5,1.39,0.73,0.63,0.62,0.54,0.79,0.29,0.38,0.55,5.76,223.41,476.72,133.02,,,,,
1271,Béni Mellal,interemédiaire,Blé dur,Wheat,,S2,07/12/2019,01/04/2020,Yes,No,,No,,No N topDress ,1.57,75%,0.166,0.002,0.25,0.165,0.148,0.144,0.152,0.18,0.252,0.281,0.278,0.301,0.094,0.179,0.001,2.916,0.25,0.336,828.311,831.147,0.216,2.341,858.41,"1,220.11","1,503.38","3,111.00","2,746.19","3,387.02",338.71,339.01,"1,863.85",26.91,343.57,0.41,1.94,"2,900.76",313.03,805,-0.33,0.76,0.45,0.33,0.36,0.32,0.47,0.15,0.16,0.27,3.15,2.64,0.56,0.32,0.47,10.94,0.46,0.69,0.56,0.49,0.74,0.28,1.38,1.55,0.86,1.09,1.04,1.73,0.35,0.58,0.81,20.01,26.22,23.1,9.82,10.34,-0.5,1.39,0.73,0.63,0.62,0.54,0.79,0.29,0.38,0.55,5.76,223.41,476.72,133.02,,,,,
1272,Tétouan,favorable supérieur,Blé dur ,Wheat,,S1,16/12/2019,13/02/2020,Yes,Yes,29/01/2020,No,,After,4.53,97%,0.14,0.001,0.186,0.085,0.108,0.107,0.062,0.12,0.348,0.436,0.425,0.465,0.131,1.082,0.003,4.549,0.653,0.855,831.058,833.551,0.588,2.648,439.92,834.9,535.9,"5,428.13","2,241.59","3,359.62",335.96,336.13,868.35,16.73,338.89,0.94,1.1,"1,920.27",175.03,487.49,-0.59,1.09,0.67,0.55,0.6,0.6,0.71,0.13,0.22,0.51,4.8,2.58,0.73,0.17,0.52,11.39,0.71,0.78,0.69,0.58,0.82,0.1,2.19,1.78,1.27,1.5,1.5,2.3,0.12,0.35,0.81,23.12,22.07,21.1,11.51,12.06,-0.69,1.62,0.88,0.8,0.84,0.8,0.9,0.21,0.45,0.74,7.14,193.93,508.02,158.86,,,,,
1273,Tétouan,favorable supérieur,Blé dur,Wheat,,S2,16/12/2019,04/03/2020,Yes,Yes,29/01/2020,No,,No Seconde N,2.83,86%,0.157,,,,0.118,0.117,0.07,0.136,0.404,0.506,0.495,0.544,0.159,1.296,0.004,4.703,0.663,0.864,831.103,833.591,0.642,2.943,,,,,,,,,,19.79,,,1.1,"1,920.27",175.03,487.49,-0.59,1.09,0.67,0.55,0.6,0.6,0.71,0.13,0.22,0.51,4.8,2.58,0.73,0.17,0.52,11.39,0.71,0.78,0.69,0.58,0.82,0.1,2.19,1.78,1.27,1.5,1.5,2.3,0.12,0.35,0.81,23.12,22.07,21.1,11.51,12.06,-0.69,1.62,0.88,0.8,0.84,0.8,0.9,0.21,0.45,0.74,7.14,193.93,508.02,158.86,,,,,
1274,Tétouan,favorable supérieur,Blé dur,Wheat,,S2,16/12/2019,07/04/2020,Yes,Yes,29/01/2020,No,,No Seconde N,1.76,77%,0.141,0.002,0.179,0.084,0.107,0.109,0.069,0.134,0.339,0.409,0.396,0.434,0.146,0.861,0.003,3.644,0.583,0.808,828.648,831.442,0.542,2.669,507.21,894.39,688.75,"4,460.43","1,997.19","3,355.70",335.61,336.09,957.06,25.86,339.67,0.84,1.1,"1,920.27",175.03,487.49,-0.59,1.09,0.67,0.55,0.6,0.6,0.71,0.13,0.22,0.51,4.8,2.58,0.73,0.17,0.52,11.39,0.71,0.78,0.69,0.58,0.82,0.1,2.19,1.78,1.27,1.5,1.5,2.3,0.12,0.35,0.81,23.12,22.07,21.1,11.51,12.06,-0.69,1.62,0.88,0.8,0.84,0.8,0.9,0.21,0.45,0.74,7.14,193.93,508.02,158.86,,,,,
1275,Chefchaouen,Montagne,Blé dur ,Wheat,,S1,15/01/2020,24/02/2020,Yes,No,,No,,No N topDress ,3.65,86%,0.15,0.003,0.233,0.139,0.12,0.122,0.093,0.148,0.312,0.362,0.358,0.378,0.2,0.564,0.002,3.41,0.481,0.674,827.325,830.284,0.445,2.595,567.53,964.28,864.62,"3,550.69","2,580.24","3,379.72",338.01,338.22,"1,599.72",16.73,341.29,0.7,0.79,"2,091.51",200.22,430.33,-0.22,0.68,0.4,0.33,0.39,0.42,0.44,0.22,0.23,0.34,3.66,2.06,0.59,0.38,0.49,11.16,0.41,0.6,0.54,0.53,0.66,0.24,1.04,1.04,0.75,0.86,1.04,1.38,0.35,0.58,0.81,17.94,22.87,20.04,8.15,9.19,-0.24,1.12,0.61,0.58,0.61,0.63,0.63,0.39,0.43,0.59,6.06,219.78,622.73,199.75,,,,,
1276,Chefchaouen,Montagne,Blé dur ,Wheat,,S2,15/01/2020,05/03/2020,Yes,No,,No,,No N topDress ,2.36,81%,0.142,,,,0.112,0.116,0.087,0.142,0.304,0.353,0.344,0.369,0.167,0.569,0.002,3.349,0.49,0.687,827.103,830.09,0.442,2.526,,,,,,,,,,16,,,0.79,"2,091.51",200.22,430.33,-0.22,0.68,0.4,0.33,0.39,0.42,0.44,0.22,0.23,0.34,3.66,2.06,0.59,0.38,0.49,11.16,0.41,0.6,0.54,0.53,0.66,0.24,1.04,1.04,0.75,0.86,1.04,1.38,0.35,0.58,0.81,17.94,22.87,20.04,8.15,9.19,-0.24,1.12,0.61,0.58,0.61,0.63,0.63,0.39,0.43,0.59,6.06,219.78,622.73,199.75,,,,,
1277,Chefchaouen,Montagne,Blé dur,Wheat,,S2,15/01/2020,08/04/2020,Yes,No,,No,,No N topDress ,1.72,80%,0.133,0.002,0.179,0.097,0.104,0.105,0.076,0.131,0.282,0.326,0.317,0.342,0.16,0.539,0.002,3.145,0.491,0.706,826.348,829.43,0.43,2.489,509.54,868.49,709.3,"3,455.77","2,118.55","3,389.56",338.91,338.77,"1,196.92",27.66,343.82,0.76,0.79,"2,091.51",200.22,430.33,-0.22,0.68,0.4,0.33,0.39,0.42,0.44,0.22,0.23,0.34,3.66,2.06,0.59,0.38,0.49,11.16,0.41,0.6,0.54,0.53,0.66,0.24,1.04,1.04,0.75,0.86,1.04,1.38,0.35,0.58,0.81,17.94,22.87,20.04,8.15,9.19,-0.24,1.12,0.61,0.58,0.61,0.63,0.63,0.39,0.43,0.59,6.06,219.78,622.73,199.75,,,,,
1278,Chefchaouen,Montagne,blé tendre ,Wheat,,S1,15/01/2020,24/02/2020,Yes,No,,No,,No N topDress ,2.02,88%,0.149,0.003,0.186,0.097,0.119,0.124,0.09,0.151,0.338,0.401,0.396,0.424,0.17,0.696,0.003,3.541,0.521,0.724,828.257,831.1,0.498,2.69,345,641.7,552,"4,045.70","1,715.80","3,331.55",329.33,329.14,753.25,16.73,335.84,0.87,0.88,"2,284.48",250.82,629.4,-0.19,0.43,0.34,0.28,0.33,0.34,0.35,0.16,0.23,0.29,3.08,1.57,0.56,0.37,0.49,11.21,0.29,0.59,0.53,0.56,0.6,0.31,0.81,1.04,0.75,0.98,1.04,1.27,0.46,0.58,0.81,18.86,22.2,18.55,7.71,9.05,-0.37,0.86,0.58,0.56,0.58,0.61,0.65,0.28,0.58,0.58,6.14,322.05,823.07,232.24,,,,,
1279,Chefchaouen,Montagne,Blé tendre,Wheat,,S2,15/01/2020,05/03/2020,Yes,No,,No,,No N topDress ,1.78,83%,0.147,0.003,0.187,0.101,0.121,0.131,0.1,0.164,0.351,0.409,0.404,0.43,0.186,0.664,0.003,3.368,0.493,0.695,827.334,830.292,0.487,2.686,,,,,,,325.5,325.6,,16,,,0.88,"2,284.48",250.82,629.4,-0.19,0.43,0.34,0.28,0.33,0.34,0.35,0.16,0.23,0.29,3.08,1.57,0.56,0.37,0.49,11.21,0.29,0.59,0.53,0.56,0.6,0.31,0.81,1.04,0.75,0.98,1.04,1.27,0.46,0.58,0.81,18.86,22.2,18.55,7.71,9.05,-0.37,0.86,0.58,0.56,0.58,0.61,0.65,0.28,0.58,0.58,6.14,322.05,823.07,232.24,,,,,
1280,Chefchaouen,Montagne,Blé tendre,Wheat,,S2,15/01/2020,11/03/2020,Yes,No,,No,,No N topDress ,1.8,82%,0.15,,,,0.125,0.135,0.104,0.165,0.344,0.405,0.403,0.433,0.175,0.627,0.003,3.389,0.484,0.678,828.005,830.879,0.476,2.663,546.25,929.2,860.2,"3,735.20","1,917.05","3,362.60",330.86,331.01,855.6,22.07,340.7,0.72,0.88,"2,284.48",250.82,629.4,-0.19,0.43,0.34,0.28,0.33,0.34,0.35,0.16,0.23,0.29,3.08,1.57,0.56,0.37,0.49,11.21,0.29,0.59,0.53,0.56,0.6,0.31,0.81,1.04,0.75,0.98,1.04,1.27,0.46,0.58,0.81,18.86,22.2,18.55,7.71,9.05,-0.37,0.86,0.58,0.56,0.58,0.61,0.65,0.28,0.58,0.58,6.14,322.05,823.07,232.24,,,,,
1281,Chefchaouen,Montagne,blé tendre ,Wheat,,S1,10/01/2020,23/02/2020,Yes,No,,No,,No N topDress ,2.02,83%,0.145,0.003,0.274,0.163,0.117,0.121,0.1,0.155,0.298,0.343,0.341,0.366,0.146,0.465,0.002,2.957,0.432,0.629,826.281,829.371,0.409,2.672,533.34,922.81,933.46,"3,496.05","3,034.23","3,372.90",337.3,337.69,"1,872.98",16.73,340.8,0.67,1.15,"2,367.51",221.26,594.43,-0.23,0.79,0.42,0.45,0.43,0.39,0.44,0.21,0.32,0.41,4.06,2.5,0.67,0.47,0.6,12.95,0.61,0.71,0.71,0.58,0.78,0.17,1.38,1.55,1.32,1.38,1.21,1.61,0.23,0.69,1.15,25.07,22.6,19.45,9.05,9.63,-0.34,1.39,0.69,0.73,0.69,0.66,0.71,0.37,0.61,0.67,7.17,199.06,594.53,172.4,,,,,
1282,Chefchaouen,Montagne,Blé tendre,Wheat,,S2,10/01/2020,11/03/2020,Yes,No,,No,,No N topDress ,1.71,92%,0.14,,,,0.114,0.118,0.101,0.154,0.281,0.326,0.325,0.35,0.134,0.41,0.002,2.767,0.412,0.604,826.67,829.711,0.386,2.727,578.77,"1,016.04","1,123.05","3,057.72","2,782.71","3,398.25",339.8,339.74,"1,789.63",22.07,345.54,0.53,1.15,"2,367.51",221.26,594.43,-0.23,0.79,0.42,0.45,0.43,0.39,0.44,0.21,0.32,0.41,4.06,2.5,0.67,0.47,0.6,12.95,0.61,0.71,0.71,0.58,0.78,0.17,1.38,1.55,1.32,1.38,1.21,1.61,0.23,0.69,1.15,25.07,22.6,19.45,9.05,9.63,-0.34,1.39,0.69,0.73,0.69,0.66,0.71,0.37,0.61,0.67,7.17,199.06,594.53,172.4,,,,,
1283,Chefchaouen,Montagne,Blé tendre,Wheat,,S2,10/01/2020,08/04/2020,Yes,No,,No,,No N topDress ,1.64,68%,0.155,0.002,0.224,0.135,0.13,0.128,0.109,0.155,0.26,0.294,0.29,0.312,0.111,0.31,0.002,2.619,0.356,0.521,825.5,828.687,0.32,2.221,693.03,"1,047.92","1,106.05","2,915.73","2,362.05","3,325.77",332.58,332.59,"1,478.59",27.66,336.7,0.52,1.15,"2,367.51",221.26,594.43,-0.23,0.79,0.42,0.45,0.43,0.39,0.44,0.21,0.32,0.41,4.06,2.5,0.67,0.47,0.6,12.95,0.61,0.71,0.71,0.58,0.78,0.17,1.38,1.55,1.32,1.38,1.21,1.61,0.23,0.69,1.15,25.07,22.6,19.45,9.05,9.63,-0.34,1.39,0.69,0.73,0.69,0.66,0.71,0.37,0.61,0.67,7.17,199.06,594.53,172.4,,,,,
1284,Chefchaouen,Montagne,blé tendre ,Wheat,,S1,13/01/2020,23/02/2020,Yes,No,,No,,No N topDress ,4.53,91%,0.148,0.001,0.198,0.128,0.122,0.115,0.102,0.122,0.189,0.212,0.204,0.222,0.076,0.17,0,3.652,0.307,0.385,828.764,831.544,0.201,1.796,510.74,782.45,803.68,"1,539.78","1,917.63","3,313.19",331.29,331.64,"1,374.56",16.73,334.59,0.36,1.12,"2,323.12",220.34,566.95,-0.12,0.66,0.34,0.31,0.33,0.36,0.37,0.25,0.26,0.31,3.35,2.54,0.62,0.47,0.6,12.85,0.49,0.63,0.62,0.6,0.76,0.26,1.04,1.55,1.15,1.5,1.5,1.61,0.58,0.81,1.15,26.57,23.1,18.66,10.79,11.35,-0.21,1.36,0.65,0.64,0.65,0.65,0.67,0.46,0.61,0.64,6.9,221.7,582.05,150.6,,,,,
1285,Chefchaouen,Montagne,Orge,Barley,,S2,13/01/2020,11/03/2020,Yes,No,,No,,No N topDress ,5.29,94%,0.144,,,,0.12,0.118,0.098,0.129,0.228,0.265,0.26,0.276,0.092,0.296,0.001,3.773,0.398,0.519,829.38,832.083,0.299,2.115,528.72,825.67,710.26,"3,191.08","1,778.33","3,383.01",338.3,338.42,900.54,22.07,343.32,0.73,1.12,"2,323.12",220.34,566.95,-0.12,0.66,0.34,0.31,0.33,0.36,0.37,0.25,0.26,0.31,3.35,2.54,0.62,0.47,0.6,12.85,0.49,0.63,0.62,0.6,0.76,0.26,1.04,1.55,1.15,1.5,1.5,1.61,0.58,0.81,1.15,26.57,23.1,18.66,10.79,11.35,-0.21,1.36,0.65,0.64,0.65,0.65,0.67,0.46,0.61,0.64,6.9,221.7,582.05,150.6,,,,,
1287,Chefchaouen,Montagne,Blé dur ,Wheat,,S1,,13/02/2020,No,No,,No,,No N topDress ,2.6,88%,0.137,0.002,0.112,0.056,0.1,0.085,0.052,0.085,0.203,0.244,0.242,0.252,0.099,0.457,0.001,4.155,0.556,0.741,829.644,832.313,0.376,2.026,338.54,480.51,352,"2,200.49",983.41,"3,304.82",330.45,330.47,507.44,17.18,333.09,0.83,0.96,"2,139.35",183.66,417.56,-0.18,0.72,0.32,0.28,0.32,0.37,0.39,0.21,0.24,0.28,3.17,2.1,0.48,0.3,0.43,9.17,0.48,0.53,0.47,0.5,0.58,0.09,1.15,0.86,0.69,0.81,1.09,1.27,0.12,0.35,0.69,15.41,24.79,20.87,10.03,9.99,-0.31,1.55,0.67,0.65,0.67,0.68,0.69,0.38,0.6,0.63,6.75,178.07,502.73,199.21,,,,,
1288,Chefchaouen,Montagne,Blé dur,Wheat,,S2,,05/03/2020,No,No,,No,,No N topDress ,2.2,79%,0.132,0.001,0.128,0.062,0.098,0.09,0.055,0.094,0.245,0.299,0.301,0.314,0.108,0.632,0.001,4.343,0.598,0.797,830.278,832.868,0.457,2.36,382.68,574.41,369.26,"2,904.28","1,193.47","3,336.24",331.99,331.82,517.11,15.9,336.25,0.89,0.96,"2,139.35",183.66,417.56,-0.18,0.72,0.32,0.28,0.32,0.37,0.39,0.21,0.24,0.28,3.17,2.1,0.48,0.3,0.43,9.17,0.48,0.53,0.47,0.5,0.58,0.09,1.15,0.86,0.69,0.81,1.09,1.27,0.12,0.35,0.69,15.41,24.79,20.87,10.03,9.99,-0.31,1.55,0.67,0.65,0.67,0.68,0.69,0.38,0.6,0.63,6.75,178.07,502.73,199.21,,,,,
1289,Chefchaouen,Montagne,Blé dur ,Wheat,,S2,,11/03/2020,No,No,,No,,No N topDress ,2.63,66%,0.136,,,,0.102,0.094,0.06,0.1,0.249,0.305,0.306,0.323,0.1,0.61,0.001,4.257,0.581,0.773,830.409,832.983,0.451,2.415,828.29,"1,029.65",870.08,"3,550.69","1,584.43","3,279.80",328.16,327.92,823.64,20.26,330.64,0.71,0.96,"2,139.35",183.66,417.56,-0.18,0.72,0.32,0.28,0.32,0.37,0.39,0.21,0.24,0.28,3.17,2.1,0.48,0.3,0.43,9.17,0.48,0.53,0.47,0.5,0.58,0.09,1.15,0.86,0.69,0.81,1.09,1.27,0.12,0.35,0.69,15.41,24.79,20.87,10.03,9.99,-0.31,1.55,0.67,0.65,0.67,0.68,0.69,0.38,0.6,0.63,6.75,178.07,502.73,199.21,,,,,
1290,Taounate,favorable supérieur,Orge ,Barley,,S2,01/12/2019,05/03/2020,Yes,No,,No,,No N topDress ,1.59,74%,0.142,0.001,0.232,0.119,0.115,0.113,0.095,0.137,0.271,0.327,0.328,0.356,0.138,0.458,0.001,3.594,0.469,0.635,830.194,832.795,0.404,2.781,579.86,912.74,941,"3,452.35","2,590.72","3,379.71",338.01,338.39,"1,369.88",15.9,341.55,0.66,1.39,"2,074.14",203.32,485.3,-0.45,1,0.52,0.47,0.47,0.37,0.55,0.11,0.12,0.31,3.47,2.61,0.6,0.12,0.46,9.12,0.63,0.67,0.6,0.48,0.72,0.09,1.61,1.5,0.98,1.15,0.86,1.73,0.12,0.23,0.81,16.56,23.63,21.29,10.87,10.75,-0.59,1.63,0.75,0.74,0.7,0.58,0.78,0.19,0.24,0.54,5.67,163.03,401.38,138.32,,,,,
1291,Taounate,favorable supérieur,Orge,Barley,,S2,01/12/2019,10/03/2020,Yes,No,,No,,No N topDress ,2.41,91%,0.148,,,,0.12,0.119,0.106,0.135,0.239,0.28,0.269,0.302,0.108,0.309,0.001,4.036,0.402,0.501,830.755,833.286,0.296,2.303,579.86,912.74,941,"3,452.35","2,590.72","3,379.71",338.01,338.39,"1,369.88",20.26,341.55,0.66,1.39,"2,074.14",203.32,485.3,-0.45,1,0.52,0.47,0.47,0.37,0.55,0.11,0.12,0.31,3.47,2.61,0.6,0.12,0.46,9.12,0.63,0.67,0.6,0.48,0.72,0.09,1.61,1.5,0.98,1.15,0.86,1.73,0.12,0.23,0.81,16.56,23.63,21.29,10.87,10.75,-0.59,1.63,0.75,0.74,0.7,0.58,0.78,0.19,0.24,0.54,5.67,163.03,401.38,138.32,,,,,
1292,Taounate,favorable supérieur,Orge,Barley,,S1,20/11/2019,11/02/2020,Yes,No,,No,,No N topDress ,2.91,94%,0.144,0.002,0.214,0.101,0.112,0.108,0.071,0.122,0.306,0.372,0.365,0.391,0.154,0.752,0.002,4.078,0.58,0.777,829.732,832.391,0.502,2.559,444,859.04,571.08,"4,486.07","2,124.18","3,355.33",335.57,335.72,957.25,17.18,338.67,0.89,1.39,"2,074.14",203.32,485.3,-0.45,1,0.52,0.47,0.47,0.37,0.55,0.11,0.12,0.31,3.47,2.61,0.6,0.12,0.46,9.12,0.63,0.67,0.6,0.48,0.72,0.09,1.61,1.5,0.98,1.15,0.86,1.73,0.12,0.23,0.81,16.56,23.63,21.29,10.87,10.75,-0.59,1.63,0.75,0.74,0.7,0.58,0.78,0.19,0.24,0.54,5.67,163.03,401.38,138.32,,,,,
1293,Taounate,favorable supérieur,Blé tendre,Wheat,,S1,28/11/2019,11/02/2020,Yes,Yes,23/01/2020,No,,After,2.54,80%,0.146,0.002,0.175,0.09,0.109,0.099,0.068,0.111,0.243,0.291,0.28,0.306,0.106,0.489,0.001,3.571,0.516,0.7,828.84,831.61,0.396,2.236,387.81,659.54,457.84,"3,978.05","1,576.88","3,334.78",333.47,333.46,692.59,17.18,335.99,0.91,1.42,"2,277.35",222.41,555.8,-0.42,0.93,0.5,0.43,0.45,0.36,0.52,0.11,0.15,0.41,3.65,2.27,0.53,0.17,0.47,8.91,0.52,0.6,0.53,0.41,0.62,0.1,1.15,1.27,0.81,0.86,0.81,1.27,0.12,0.35,0.69,15.53,25.52,20.76,11.4,12.22,-0.55,1.5,0.74,0.7,0.68,0.56,0.76,0.2,0.26,0.61,5.89,178.11,451.65,174.42,,,,,
1294,Taounate,favorable supérieur,Blé tendre,Wheat,,S2,28/11/2019,05/03/2020,Yes,Yes,10/01/2020,No,,No Seconde N,1.89,85%,0.141,0.002,0.184,0.099,0.107,0.1,0.077,0.115,0.243,0.296,0.29,0.317,0.123,0.463,0.001,3.815,0.507,0.67,830.786,833.313,0.392,2.568,496.66,736.7,596.08,"3,802.34","1,740.51","3,383.66",338.33,337.85,840.09,15.9,341.48,0.84,1.42,"2,277.35",222.41,555.8,-0.42,0.93,0.5,0.43,0.45,0.36,0.52,0.11,0.15,0.41,3.65,2.27,0.53,0.17,0.47,8.91,0.52,0.6,0.53,0.41,0.62,0.1,1.15,1.27,0.81,0.86,0.81,1.27,0.12,0.35,0.69,15.53,25.52,20.76,11.4,12.22,-0.55,1.5,0.74,0.7,0.68,0.56,0.76,0.2,0.26,0.61,5.89,178.11,451.65,174.42,,,,,
1295,Taounate,favorable supérieur,Blé tendre,Wheat,,S2,28/11/2019,10/03/2020,Yes,Yes,10/01/2020,No,,No Seconde N,2.63,94%,0.151,,,,0.123,0.121,0.106,0.149,0.289,0.356,0.359,0.396,0.117,0.486,0.001,3.707,0.472,0.628,832.004,834.379,0.421,2.979,,,,,,,,,,20.26,,,1.42,"2,277.35",222.41,555.8,-0.42,0.93,0.5,0.43,0.45,0.36,0.52,0.11,0.15,0.41,3.65,2.27,0.53,0.17,0.47,8.91,0.52,0.6,0.53,0.41,0.62,0.1,1.15,1.27,0.81,0.86,0.81,1.27,0.12,0.35,0.69,15.53,25.52,20.76,11.4,12.22,-0.55,1.5,0.74,0.7,0.68,0.56,0.76,0.2,0.26,0.61,5.89,178.11,451.65,174.42,,,,,
